ticker,date,open,high,low,close
BTC-USD,2019-06-29,12400.76,12400.91,11508.38,11959.37
BTC-USD,2019-06-30,11931.99,12178.38,10799.01,10817.16
BTC-USD,2019-07-01,10796.93,11206.44,10089.31,10583.13
BTC-USD,2019-07-02,10588.68,10912.19,9737.88,10801.68
BTC-USD,2019-07-03,10818.16,11968.08,10818.16,11961.27
BTC-USD,2019-07-04,11972.72,12006.08,11166.57,11215.44
BTC-USD,2019-07-05,11203.1,11395.66,10874.96,10978.46
BTC-USD,2019-07-06,10982.54,11620.96,10982.54,11208.55
BTC-USD,2019-07-07,11217.62,11541.62,11148.8,11450.85
BTC-USD,2019-07-08,11446.6,12345.83,11393.37,12285.96
BTC-USD,2019-07-09,12284.33,12779.13,12233.26,12573.81
BTC-USD,2019-07-10,12571.54,13129.53,11710.98,12156.51
BTC-USD,2019-07-11,12139.71,12144.62,11158.92,11358.66
BTC-USD,2019-07-12,11354.3,11905.49,11179.14,11815.99
BTC-USD,2019-07-13,11813.13,11841.96,10908.48,11392.38
BTC-USD,2019-07-14,11381.02,11451.2,10234.58,10256.06
BTC-USD,2019-07-15,10257.84,11052.77,9992.01,10895.09
BTC-USD,2019-07-16,10896.65,10996.63,9448.11,9477.64
BTC-USD,2019-07-17,9471.21,9963.13,9163.13,9693.8
BTC-USD,2019-07-18,9698.5,10736.84,9376.8,10666.48
BTC-USD,2019-07-19,10653.96,10716.98,10229.63,10530.73
BTC-USD,2019-07-20,10525.82,11048.66,10451.28,10767.14
BTC-USD,2019-07-21,10777.53,10841.89,10389.6,10599.11
BTC-USD,2019-07-22,10596.95,10651.79,10154.92,10343.11
BTC-USD,2019-07-23,10346.75,10346.75,9883.59,9900.77
BTC-USD,2019-07-24,9887.73,9908.8,9614.31,9811.93
BTC-USD,2019-07-25,9809.1,10154.25,9773.96,9911.84
BTC-USD,2019-07-26,9913.13,9916.52,9717.98,9870.3
BTC-USD,2019-07-27,9871.17,10167.32,9411.52,9477.68
BTC-USD,2019-07-28,9491.63,9575.54,9252.3,9552.86
BTC-USD,2019-07-29,9548.18,9681.65,9472.95,9519.15
BTC-USD,2019-07-30,9522.33,9701.76,9437.34,9607.42
BTC-USD,2019-07-31,9604.05,10085.63,9598.1,10085.63
BTC-USD,2019-08-01,10077.44,10446.92,9922.02,10399.67
BTC-USD,2019-08-02,10402.04,10657.95,10371.01,10518.17
BTC-USD,2019-08-03,10519.28,10946.78,10503.5,10821.73
BTC-USD,2019-08-04,10821.63,11009.21,10620.28,10970.18
BTC-USD,2019-08-05,10960.74,11895.09,10960.74,11805.65
BTC-USD,2019-08-06,11811.54,12273.82,11290.73,11478.17
BTC-USD,2019-08-07,11476.19,12036.99,11433.7,11941.97
BTC-USD,2019-08-08,11954.04,11979.42,11556.17,11966.41
BTC-USD,2019-08-09,11953.47,11970.46,11709.75,11862.94
BTC-USD,2019-08-10,11861.56,11915.66,11323.9,11354.02
BTC-USD,2019-08-11,11349.74,11523.58,11248.29,11523.58
BTC-USD,2019-08-12,11528.19,11528.19,11320.95,11382.62
BTC-USD,2019-08-13,11385.05,11420.05,10830.33,10895.83
BTC-USD,2019-08-14,10889.49,10889.56,10028.14,10051.7
BTC-USD,2019-08-15,10038.42,10437.41,9675.32,10311.55
BTC-USD,2019-08-16,10319.42,10524.35,9855.48,10374.34
BTC-USD,2019-08-17,10358.72,10452.62,10086.7,10231.74
BTC-USD,2019-08-18,10233.01,10487.07,10119.09,10345.81
BTC-USD,2019-08-19,10350.28,10916.05,10313.2,10916.05
BTC-USD,2019-08-20,10916.35,10947.04,10618.96,10763.23
BTC-USD,2019-08-21,10764.57,10798.73,9962.72,10138.05
BTC-USD,2019-08-22,10142.52,10233.0,9831.46,10131.06
BTC-USD,2019-08-23,10136.31,10442.44,10078.19,10407.96
BTC-USD,2019-08-24,10407.64,10418.02,9982.3,10159.96
BTC-USD,2019-08-25,10160.74,10304.62,10008.79,10138.52
BTC-USD,2019-08-26,10126.3,10512.33,10126.3,10370.82
BTC-USD,2019-08-27,10372.83,10381.33,10087.3,10185.5
BTC-USD,2019-08-28,10203.43,10279.37,9716.66,9754.42
BTC-USD,2019-08-29,9756.79,9756.79,9421.63,9510.2
BTC-USD,2019-08-30,9514.84,9656.12,9428.3,9598.17
BTC-USD,2019-08-31,9597.54,9673.22,9531.8,9630.66
BTC-USD,2019-09-01,9630.59,9796.76,9582.94,9757.97
BTC-USD,2019-09-02,9757.47,10396.59,9730.65,10346.76
BTC-USD,2019-09-03,10345.73,10736.1,10308.55,10623.54
BTC-USD,2019-09-04,10621.18,10762.64,10434.71,10594.49
BTC-USD,2019-09-05,10588.18,10627.27,10516.42,10575.53
BTC-USD,2019-09-06,10578.2,10898.76,10292.3,10353.3
BTC-USD,2019-09-07,10353.93,10558.67,10348.92,10517.25
BTC-USD,2019-09-08,10518.11,10595.64,10409.09,10441.28
BTC-USD,2019-09-09,10443.23,10450.31,10144.93,10334.97
BTC-USD,2019-09-10,10336.41,10394.35,10020.57,10115.98
BTC-USD,2019-09-11,10123.04,10215.95,9980.78,10178.37
BTC-USD,2019-09-12,10176.82,10442.25,10099.24,10410.13
BTC-USD,2019-09-13,10415.36,10441.49,10226.6,10360.55
BTC-USD,2019-09-14,10345.4,10422.13,10291.69,10358.05
BTC-USD,2019-09-15,10356.47,10387.04,10313.09,10347.71
BTC-USD,2019-09-16,10347.22,10386.87,10189.74,10276.79
BTC-USD,2019-09-17,10281.51,10296.77,10199.74,10241.27
BTC-USD,2019-09-18,10247.8,10275.93,10191.47,10198.25
BTC-USD,2019-09-19,10200.5,10295.67,9851.69,10266.42
BTC-USD,2019-09-20,10266.32,10285.87,10132.19,10181.64
BTC-USD,2019-09-21,10183.65,10188.1,10000.71,10019.72
BTC-USD,2019-09-22,10024.12,10074.44,9922.53,10070.39
BTC-USD,2019-09-23,10067.96,10074.24,9727.14,9729.32
BTC-USD,2019-09-24,9729.32,9804.32,8370.8,8620.57
BTC-USD,2019-09-25,8603.43,8744.83,8325.4,8486.99
BTC-USD,2019-09-26,8487.67,8515.69,7895.63,8118.97
BTC-USD,2019-09-27,8113.1,8271.52,7965.92,8251.85
BTC-USD,2019-09-28,8251.27,8285.62,8125.43,8245.92
BTC-USD,2019-09-29,8246.04,8261.71,7990.5,8104.19
BTC-USD,2019-09-30,8104.23,8314.23,7830.76,8293.87
BTC-USD,2019-10-01,8299.72,8497.69,8232.68,8343.28
BTC-USD,2019-10-02,8344.21,8393.04,8227.7,8393.04
BTC-USD,2019-10-03,8390.77,8414.23,8146.44,8259.99
BTC-USD,2019-10-04,8259.49,8260.06,8151.24,8205.94
BTC-USD,2019-10-05,8210.15,8215.53,8071.12,8151.5
BTC-USD,2019-10-06,8149.88,8161.41,7958.85,7988.16
BTC-USD,2019-10-07,7989.12,8308.45,7905.77,8245.62
BTC-USD,2019-10-08,8246.85,8332.71,8185.76,8228.78
BTC-USD,2019-10-09,8229.84,8627.71,8169.3,8595.74
BTC-USD,2019-10-10,8585.28,8625.27,8471.93,8586.47
BTC-USD,2019-10-11,8585.26,8721.78,8316.18,8321.76
BTC-USD,2019-10-12,8315.67,8415.24,8313.34,8336.56
BTC-USD,2019-10-13,8336.9,8470.99,8276.61,8321.01
BTC-USD,2019-10-14,8320.83,8390.21,8284.13,8374.69
BTC-USD,2019-10-15,8373.46,8410.71,8182.71,8205.37
BTC-USD,2019-10-16,8204.67,8216.81,7985.09,8047.53
BTC-USD,2019-10-17,8047.81,8134.83,8000.94,8103.91
BTC-USD,2019-10-18,8100.93,8138.41,7902.16,7973.21
BTC-USD,2019-10-19,7973.8,8082.63,7944.78,7988.56
BTC-USD,2019-10-20,7997.81,8281.82,7949.44,8222.08
BTC-USD,2019-10-21,8225.12,8296.69,8196.42,8243.72
BTC-USD,2019-10-22,8243.4,8296.65,8074.46,8078.2
BTC-USD,2019-10-23,8076.23,8093.0,7469.32,7514.67
BTC-USD,2019-10-24,7509.73,7532.87,7446.99,7493.49
BTC-USD,2019-10-25,7490.7,8691.54,7479.98,8660.7
BTC-USD,2019-10-26,8667.58,10021.74,8662.62,9244.97
BTC-USD,2019-10-27,9241.71,9749.53,9112.54,9551.71
BTC-USD,2019-10-28,9565.1,9805.12,9256.15,9256.15
BTC-USD,2019-10-29,9248.44,9516.18,9232.65,9427.69
BTC-USD,2019-10-30,9422.46,9426.87,9085.37,9205.73
BTC-USD,2019-10-31,9202.46,9383.16,9028.72,9199.58
BTC-USD,2019-11-01,9193.99,9275.66,9132.05,9261.1
BTC-USD,2019-11-02,9259.78,9377.49,9249.59,9324.72
BTC-USD,2019-11-03,9324.79,9379.81,9141.25,9235.35
BTC-USD,2019-11-04,9235.61,9505.05,9191.49,9412.61
BTC-USD,2019-11-05,9413.0,9457.42,9256.93,9342.53
BTC-USD,2019-11-06,9340.86,9423.24,9305.91,9360.88
BTC-USD,2019-11-07,9352.39,9368.48,9202.35,9267.56
BTC-USD,2019-11-08,9265.37,9272.76,8775.53,8804.88
BTC-USD,2019-11-09,8809.47,8891.82,8793.16,8813.58
BTC-USD,2019-11-10,8812.49,9103.83,8806.16,9055.53
BTC-USD,2019-11-11,9056.92,9081.28,8700.61,8757.79
BTC-USD,2019-11-12,8759.75,8853.77,8685.43,8815.66
BTC-USD,2019-11-13,8812.03,8836.84,8761.65,8808.26
BTC-USD,2019-11-14,8811.94,8826.94,8692.55,8708.09
BTC-USD,2019-11-15,8705.71,8730.87,8484.84,8491.99
BTC-USD,2019-11-16,8491.17,8592.0,8473.97,8550.76
BTC-USD,2019-11-17,8549.47,8727.79,8500.97,8577.98
BTC-USD,2019-11-18,8573.98,8653.28,8273.57,8309.29
BTC-USD,2019-11-19,8305.13,8408.52,8099.96,8206.15
BTC-USD,2019-11-20,8203.61,8237.24,8010.51,8027.27
BTC-USD,2019-11-21,8023.64,8110.1,7597.38,7642.75
BTC-USD,2019-11-22,7643.57,7697.38,6936.71,7296.58
BTC-USD,2019-11-23,7296.16,7442.26,7151.42,7397.8
BTC-USD,2019-11-24,7398.63,7408.58,7029.29,7047.92
BTC-USD,2019-11-25,7039.98,7319.86,6617.17,7146.13
BTC-USD,2019-11-26,7145.16,7320.23,7098.57,7218.37
BTC-USD,2019-11-27,7220.88,7619.69,6974.17,7531.66
BTC-USD,2019-11-28,7536.82,7730.07,7454.12,7463.11
BTC-USD,2019-11-29,7466.73,7781.18,7460.76,7761.24
BTC-USD,2019-11-30,7764.06,7836.1,7515.85,7569.63
BTC-USD,2019-12-01,7571.62,7571.62,7291.34,7424.29
BTC-USD,2019-12-02,7424.04,7474.82,7233.4,7321.99
BTC-USD,2019-12-03,7323.98,7418.86,7229.36,7320.15
BTC-USD,2019-12-04,7320.12,7539.78,7170.92,7252.03
BTC-USD,2019-12-05,7253.24,7743.43,7232.68,7448.31
BTC-USD,2019-12-06,7450.56,7547.0,7392.18,7547.0
BTC-USD,2019-12-07,7547.27,7589.95,7525.71,7556.24
BTC-USD,2019-12-08,7551.34,7634.61,7476.09,7564.35
BTC-USD,2019-12-09,7561.8,7618.09,7365.99,7400.9
BTC-USD,2019-12-10,7397.13,7424.02,7246.04,7278.12
BTC-USD,2019-12-11,7277.2,7324.16,7195.53,7217.43
BTC-USD,2019-12-12,7216.74,7266.64,7164.74,7243.13
BTC-USD,2019-12-13,7244.66,7293.56,7227.12,7269.68
BTC-USD,2019-12-14,7268.9,7308.84,7097.21,7124.67
BTC-USD,2019-12-15,7124.24,7181.08,6924.38,7152.3
BTC-USD,2019-12-16,7153.66,7171.17,6903.68,6932.48
BTC-USD,2019-12-17,6931.32,6964.08,6587.97,6640.52
BTC-USD,2019-12-18,6647.7,7324.98,6540.05,7276.8
BTC-USD,2019-12-19,7277.59,7346.6,7041.38,7202.84
BTC-USD,2019-12-20,7208.64,7257.92,7086.12,7218.82
BTC-USD,2019-12-21,7220.59,7223.23,7112.74,7191.16
BTC-USD,2019-12-22,7191.19,7518.03,7167.18,7511.59
BTC-USD,2019-12-23,7508.9,7656.18,7326.19,7355.63
BTC-USD,2019-12-24,7354.39,7535.72,7269.53,7322.53
BTC-USD,2019-12-25,7325.76,7357.02,7220.99,7275.16
BTC-USD,2019-12-26,7274.8,7388.3,7200.39,7238.97
BTC-USD,2019-12-27,7238.14,7363.53,7189.93,7290.09
BTC-USD,2019-12-28,7289.03,7399.04,7286.91,7317.99
BTC-USD,2019-12-29,7317.65,7513.95,7279.87,7422.65
BTC-USD,2019-12-30,7420.27,7454.82,7276.31,7293.0
BTC-USD,2019-12-31,7294.44,7335.29,7169.78,7193.6
BTC-USD,2020-01-01,7194.89,7254.33,7174.94,7200.17
BTC-USD,2020-01-02,7202.55,7212.16,6935.27,6985.47
BTC-USD,2020-01-03,6984.43,7413.72,6915.0,7344.88
BTC-USD,2020-01-04,7345.38,7427.39,7309.51,7410.66
BTC-USD,2020-01-05,7410.45,7544.5,7400.54,7411.32
BTC-USD,2020-01-06,7410.45,7781.87,7409.29,7769.22
BTC-USD,2020-01-07,7768.68,8178.22,7768.23,8163.69
BTC-USD,2020-01-08,8161.94,8396.74,7956.77,8079.86
BTC-USD,2020-01-09,8082.3,8082.3,7842.4,7879.07
BTC-USD,2020-01-10,7878.31,8166.55,7726.77,8166.55
BTC-USD,2020-01-11,8162.19,8218.36,8029.64,8037.54
BTC-USD,2020-01-12,8033.26,8200.06,8009.06,8192.49
BTC-USD,2020-01-13,8189.77,8197.79,8079.7,8144.19
BTC-USD,2020-01-14,8140.93,8879.51,8140.93,8827.76
BTC-USD,2020-01-15,8825.34,8890.12,8657.19,8807.01
BTC-USD,2020-01-16,8812.48,8846.46,8612.1,8723.79
BTC-USD,2020-01-17,8725.21,8958.12,8677.32,8929.04
BTC-USD,2020-01-18,8927.21,9012.2,8827.33,8942.81
BTC-USD,2020-01-19,8941.45,9164.36,8620.08,8706.25
BTC-USD,2020-01-20,8704.63,8745.59,8560.47,8657.64
BTC-USD,2020-01-21,8658.99,8755.71,8544.52,8745.89
BTC-USD,2020-01-22,8744.21,8792.99,8636.75,8680.88
BTC-USD,2020-01-23,8680.65,8687.75,8333.64,8406.52
BTC-USD,2020-01-24,8405.57,8514.67,8266.84,8445.43
BTC-USD,2020-01-25,8440.12,8458.45,8296.22,8367.85
BTC-USD,2020-01-26,8364.41,8602.4,8325.5,8596.83
BTC-USD,2020-01-27,8597.31,8977.73,8597.31,8909.82
BTC-USD,2020-01-28,8912.52,9358.59,8908.45,9358.59
BTC-USD,2020-01-29,9357.47,9406.43,9269.47,9316.63
BTC-USD,2020-01-30,9316.02,9553.13,9230.9,9508.99
BTC-USD,2020-01-31,9508.31,9521.71,9230.78,9350.53
BTC-USD,2020-02-01,9346.36,9439.32,9313.24,9392.88
BTC-USD,2020-02-02,9389.82,9468.8,9217.82,9344.37
BTC-USD,2020-02-03,9344.68,9540.37,9248.63,9293.52
BTC-USD,2020-02-04,9292.84,9331.27,9112.81,9180.96
BTC-USD,2020-02-05,9183.42,9701.3,9163.7,9613.42
BTC-USD,2020-02-06,9617.82,9824.62,9539.82,9729.8
BTC-USD,2020-02-07,9726.0,9834.72,9726.0,9795.94
BTC-USD,2020-02-08,9793.07,9876.75,9678.91,9865.12
BTC-USD,2020-02-09,9863.89,10129.44,9850.39,10116.67
BTC-USD,2020-02-10,10115.56,10165.77,9784.56,9856.61
BTC-USD,2020-02-11,9855.89,10210.05,9729.33,10208.24
BTC-USD,2020-02-12,10202.39,10393.61,10202.39,10326.05
BTC-USD,2020-02-13,10323.96,10457.63,10116.16,10214.38
BTC-USD,2020-02-14,10211.55,10322.0,10125.53,10312.12
BTC-USD,2020-02-15,10313.86,10341.56,9874.43,9889.42
BTC-USD,2020-02-16,9889.18,10053.97,9722.39,9934.43
BTC-USD,2020-02-17,9936.56,9938.82,9507.64,9690.14
BTC-USD,2020-02-18,9691.23,10161.94,9632.38,10142.0
BTC-USD,2020-02-19,10143.8,10191.68,9611.22,9633.39
BTC-USD,2020-02-20,9629.33,9643.22,9507.9,9608.48
BTC-USD,2020-02-21,9611.78,9723.01,9589.74,9686.44
BTC-USD,2020-02-22,9687.71,9698.23,9600.73,9663.18
BTC-USD,2020-02-23,9663.32,9937.4,9657.79,9924.52
BTC-USD,2020-02-24,9921.58,9951.75,9537.04,9650.17
BTC-USD,2020-02-25,9651.31,9652.74,9305.02,9341.71
BTC-USD,2020-02-26,9338.29,9354.78,8704.43,8820.52
BTC-USD,2020-02-27,8825.09,8932.89,8577.2,8784.49
BTC-USD,2020-02-28,8788.73,8890.46,8492.93,8672.46
BTC-USD,2020-02-29,8671.21,8775.63,8599.51,8599.51
BTC-USD,2020-03-01,8599.76,8726.8,8471.21,8562.45
BTC-USD,2020-03-02,8563.26,8921.31,8532.63,8869.67
BTC-USD,2020-03-03,8865.39,8901.6,8704.99,8787.79
BTC-USD,2020-03-04,8788.54,8843.37,8712.43,8755.25
BTC-USD,2020-03-05,8760.29,9142.05,8757.25,9078.76
BTC-USD,2020-03-06,9078.31,9167.7,9032.08,9122.55
BTC-USD,2020-03-07,9121.6,9163.22,8890.74,8909.95
BTC-USD,2020-03-08,8908.21,8914.34,8105.25,8108.12
BTC-USD,2020-03-09,8111.15,8177.79,7690.1,7923.64
BTC-USD,2020-03-10,7922.15,8136.95,7814.76,7909.73
BTC-USD,2020-03-11,7910.09,7950.81,7642.81,7911.43
BTC-USD,2020-03-12,7913.62,7929.12,4860.35,4970.79
BTC-USD,2020-03-13,5017.83,5838.11,4106.98,5563.71
BTC-USD,2020-03-14,5573.08,5625.23,5125.07,5200.37
BTC-USD,2020-03-15,5201.07,5836.65,5169.28,5392.31
BTC-USD,2020-03-16,5385.23,5385.23,4575.36,5014.48
BTC-USD,2020-03-17,5002.58,5371.35,4981.91,5225.63
BTC-USD,2020-03-18,5227.11,5331.83,5069.34,5238.44
BTC-USD,2020-03-19,5245.42,6329.74,5236.97,6191.19
BTC-USD,2020-03-20,6191.65,6844.26,5865.78,6198.78
BTC-USD,2020-03-21,6206.52,6378.14,5932.82,6185.07
BTC-USD,2020-03-22,6185.56,6359.7,5823.71,5830.25
BTC-USD,2020-03-23,5831.37,6443.93,5785.0,6416.31
BTC-USD,2020-03-24,6436.64,6789.02,6411.07,6734.8
BTC-USD,2020-03-25,6738.72,6892.51,6536.93,6681.06
BTC-USD,2020-03-26,6675.17,6735.46,6590.96,6716.44
BTC-USD,2020-03-27,6719.39,6793.84,6466.7,6469.8
BTC-USD,2020-03-28,6467.25,6467.5,6117.84,6242.19
BTC-USD,2020-03-29,6245.62,6250.47,5920.09,5922.04
BTC-USD,2020-03-30,5925.54,6517.2,5903.23,6429.84
BTC-USD,2020-03-31,6430.61,6504.52,6374.16,6438.64
BTC-USD,2020-04-01,6437.32,6612.57,6202.37,6606.78
BTC-USD,2020-04-02,6606.78,7088.25,6595.92,6793.62
BTC-USD,2020-04-03,6797.4,7003.22,6673.34,6733.39
BTC-USD,2020-04-04,6738.38,6878.95,6696.48,6867.53
BTC-USD,2020-04-05,6862.54,6883.41,6715.93,6791.13
BTC-USD,2020-04-06,6788.05,7271.78,6782.89,7271.78
BTC-USD,2020-04-07,7273.64,7427.94,7136.71,7176.41
BTC-USD,2020-04-08,7179.28,7356.22,7153.31,7334.1
BTC-USD,2020-04-09,7337.97,7341.45,7179.09,7302.09
BTC-USD,2020-04-10,7303.82,7303.82,6802.48,6865.49
BTC-USD,2020-04-11,6867.44,6926.07,6789.92,6859.08
BTC-USD,2020-04-12,6858.07,7119.95,6811.08,6971.09
BTC-USD,2020-04-13,6965.62,6965.62,6668.26,6845.04
BTC-USD,2020-04-14,6843.28,6958.56,6793.82,6842.43
BTC-USD,2020-04-15,6845.56,6928.66,6633.4,6642.11
BTC-USD,2020-04-16,6640.45,7134.45,6555.5,7116.8
BTC-USD,2020-04-17,7116.55,7167.18,7050.33,7096.18
BTC-USD,2020-04-18,7092.29,7269.96,7089.25,7257.67
BTC-USD,2020-04-19,7260.92,7280.52,7167.05,7189.42
BTC-USD,2020-04-20,7186.87,7240.29,6835.5,6881.96
BTC-USD,2020-04-21,6879.78,6934.55,6834.44,6880.32
BTC-USD,2020-04-22,6879.44,7145.87,6867.78,7117.21
BTC-USD,2020-04-23,7121.31,7491.79,7081.59,7429.72
BTC-USD,2020-04-24,7434.18,7574.2,7434.18,7550.9
BTC-USD,2020-04-25,7550.48,7641.36,7521.67,7569.94
BTC-USD,2020-04-26,7570.14,7700.59,7561.41,7679.87
BTC-USD,2020-04-27,7679.42,7795.6,7679.42,7795.6
BTC-USD,2020-04-28,7796.97,7814.53,7730.81,7807.06
BTC-USD,2020-04-29,7806.71,8871.75,7786.05,8801.04
BTC-USD,2020-04-30,8797.67,9440.65,8533.26,8658.55
BTC-USD,2020-05-01,8672.78,9048.02,8667.76,8864.77
BTC-USD,2020-05-02,8869.06,9007.19,8811.37,8988.6
BTC-USD,2020-05-03,8983.61,9167.78,8830.97,8897.47
BTC-USD,2020-05-04,8895.75,8956.91,8645.02,8912.65
BTC-USD,2020-05-05,8912.83,9062.42,8856.83,9003.07
BTC-USD,2020-05-06,9007.44,9411.47,8966.71,9268.76
BTC-USD,2020-05-07,9261.9,9992.66,9138.32,9951.52
BTC-USD,2020-05-08,9936.16,9996.74,9767.17,9842.67
BTC-USD,2020-05-09,9840.91,9913.86,9580.64,9593.9
BTC-USD,2020-05-10,9591.17,9595.58,8395.11,8756.43
BTC-USD,2020-05-11,8755.54,9033.47,8374.32,8601.8
BTC-USD,2020-05-12,8610.39,8949.9,8569.64,8804.48
BTC-USD,2020-05-13,8805.39,9317.88,8805.39,9269.99
BTC-USD,2020-05-14,9271.33,9793.27,9255.04,9733.72
BTC-USD,2020-05-15,9734.29,9755.83,9261.4,9328.2
BTC-USD,2020-05-16,9333.24,9564.21,9260.69,9377.01
BTC-USD,2020-05-17,9374.93,9823.0,9349.55,9670.74
BTC-USD,2020-05-18,9675.7,9906.03,9570.36,9726.58
BTC-USD,2020-05-19,9727.06,9836.05,9539.62,9729.04
BTC-USD,2020-05-20,9725.33,9804.79,9447.2,9522.98
BTC-USD,2020-05-21,9522.74,9555.24,8869.93,9081.76
BTC-USD,2020-05-22,9080.33,9232.94,9008.64,9182.58
BTC-USD,2020-05-23,9185.06,9302.5,9118.11,9209.29
BTC-USD,2020-05-24,9212.28,9288.4,8787.25,8790.37
BTC-USD,2020-05-25,8786.11,8951.01,8719.67,8906.93
BTC-USD,2020-05-26,8909.59,8991.97,8757.29,8835.05
BTC-USD,2020-05-27,8837.38,9203.32,8834.16,9181.02
BTC-USD,2020-05-28,9184.95,9546.32,9148.46,9525.75
BTC-USD,2020-05-29,9528.36,9573.67,9379.34,9439.12
BTC-USD,2020-05-30,9438.91,9704.03,9366.73,9700.41
BTC-USD,2020-05-31,9700.11,9700.34,9432.3,9461.06
BTC-USD,2020-06-01,9463.61,10199.57,9450.9,10167.27
BTC-USD,2020-06-02,10162.97,10182.34,9460.57,9529.8
BTC-USD,2020-06-03,9533.76,9682.86,9471.85,9656.72
BTC-USD,2020-06-04,9655.85,9887.61,9525.25,9800.64
BTC-USD,2020-06-05,9800.22,9869.24,9663.22,9665.53
BTC-USD,2020-06-06,9664.9,9773.43,9591.02,9653.68
BTC-USD,2020-06-07,9653.0,9768.5,9458.15,9758.85
BTC-USD,2020-06-08,9760.06,9782.31,9675.89,9771.49
BTC-USD,2020-06-09,9774.36,9836.37,9664.72,9795.7
BTC-USD,2020-06-10,9794.12,9908.9,9728.29,9870.09
BTC-USD,2020-06-11,9870.08,9938.3,9263.07,9321.78
BTC-USD,2020-06-12,9320.69,9540.47,9285.85,9480.84
BTC-USD,2020-06-13,9480.74,9493.21,9396.01,9475.28
BTC-USD,2020-06-14,9477.55,9482.27,9347.59,9386.79
BTC-USD,2020-06-15,9386.04,9504.86,8990.18,9450.7
BTC-USD,2020-06-16,9454.27,9579.43,9400.45,9538.02
BTC-USD,2020-06-17,9533.78,9540.42,9327.34,9480.25
BTC-USD,2020-06-18,9481.57,9482.78,9328.4,9411.84
BTC-USD,2020-06-19,9410.29,9440.88,9274.3,9288.02
BTC-USD,2020-06-20,9290.96,9394.97,9247.38,9332.34
BTC-USD,2020-06-21,9330.93,9401.11,9300.43,9303.63
BTC-USD,2020-06-22,9300.92,9655.07,9296.87,9648.72
BTC-USD,2020-06-23,9644.08,9670.54,9547.25,9629.66
BTC-USD,2020-06-24,9632.15,9680.37,9278.23,9313.61
BTC-USD,2020-06-25,9314.13,9340.16,9095.32,9264.81
BTC-USD,2020-06-26,9261.0,9310.52,9101.74,9162.92
BTC-USD,2020-06-27,9167.82,9207.81,8998.22,9045.39
BTC-USD,2020-06-28,9048.46,9197.55,8975.53,9143.58
BTC-USD,2020-06-29,9140.03,9237.57,9041.88,9190.85
BTC-USD,2020-06-30,9185.58,9217.84,9084.84,9137.99
BTC-USD,2020-07-01,9145.99,9309.75,9104.74,9228.33
BTC-USD,2020-07-02,9231.14,9274.96,9036.62,9123.41
BTC-USD,2020-07-03,9124.84,9202.34,9058.79,9087.3
BTC-USD,2020-07-04,9084.23,9183.3,9053.63,9132.49
BTC-USD,2020-07-05,9126.09,9162.18,8977.02,9073.94
BTC-USD,2020-07-06,9072.85,9375.47,9058.66,9375.47
BTC-USD,2020-07-07,9349.16,9360.62,9201.82,9252.28
BTC-USD,2020-07-08,9253.02,9450.34,9249.5,9428.33
BTC-USD,2020-07-09,9427.99,9431.38,9235.0,9277.97
BTC-USD,2020-07-10,9273.36,9287.47,9118.0,9278.81
BTC-USD,2020-07-11,9277.51,9293.53,9199.49,9240.35
BTC-USD,2020-07-12,9241.05,9319.42,9197.45,9276.5
BTC-USD,2020-07-13,9277.21,9306.41,9224.29,9243.61
BTC-USD,2020-07-14,9238.7,9283.84,9171.66,9243.21
BTC-USD,2020-07-15,9241.9,9275.33,9171.93,9192.84
BTC-USD,2020-07-16,9191.98,9214.31,9088.95,9132.23
BTC-USD,2020-07-17,9131.81,9182.25,9089.2,9151.39
BTC-USD,2020-07-18,9151.18,9230.98,9100.82,9159.04
BTC-USD,2020-07-19,9158.01,9201.4,9097.63,9185.82
BTC-USD,2020-07-20,9187.22,9214.27,9137.51,9164.23
BTC-USD,2020-07-21,9162.51,9407.26,9149.39,9374.89
BTC-USD,2020-07-22,9375.08,9530.52,9319.65,9525.36
BTC-USD,2020-07-23,9527.14,9610.25,9483.0,9581.07
BTC-USD,2020-07-24,9585.51,9623.34,9481.45,9536.89
BTC-USD,2020-07-25,9539.49,9704.56,9530.21,9677.11
BTC-USD,2020-07-26,9680.23,10023.81,9652.85,9905.17
BTC-USD,2020-07-27,9905.22,11298.22,9903.97,10990.87
BTC-USD,2020-07-28,11017.46,11204.33,10632.63,10912.82
BTC-USD,2020-07-29,10912.95,11304.4,10856.14,11100.47
BTC-USD,2020-07-30,11099.83,11169.36,10895.46,11111.21
BTC-USD,2020-07-31,11110.21,11415.86,10987.05,11323.47
BTC-USD,2020-08-01,11322.57,11794.78,11239.68,11759.59
BTC-USD,2020-08-02,11758.76,12034.14,11018.13,11053.61
BTC-USD,2020-08-03,11043.77,11453.08,11012.42,11246.35
BTC-USD,2020-08-04,11246.2,11385.38,11094.15,11205.89
BTC-USD,2020-08-05,11203.82,11786.62,11158.29,11747.02
BTC-USD,2020-08-06,11749.87,11902.34,11598.71,11779.77
BTC-USD,2020-08-07,11778.89,11898.04,11408.59,11601.47
BTC-USD,2020-08-08,11604.55,11800.06,11558.43,11754.05
BTC-USD,2020-08-09,11737.33,11806.06,11548.78,11675.74
BTC-USD,2020-08-10,11662.26,12045.14,11662.26,11878.11
BTC-USD,2020-08-11,11881.65,11932.71,11195.71,11410.53
BTC-USD,2020-08-12,11404.6,11748.4,11249.61,11584.93
